gene_id	gene_name	d15_Tcm_REP1	d15_Tcm_REP2	d15_Tcm_REP3	d15_Tem_REP1	d15_Tem_REP3	d15_Tpm_REP1	d15_Tpm_REP2	d15_Tpm_REP3	d8_Tcm_REP1	d8_Tcm_REP2	d8_Tcm_REP3	d8_Tem_REP1	d8_Tem_REP2	d8_Tem_REP3	d8_Tpm_REP1	d8_Tpm_REP2	d8_Tpm_REP3	Naive_REP1	Naive_REP2
ENSMUSG00000083098	Gm14578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083099	Gm4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083100	Gm6044	7	0	4	0	2	2	2	1	0	1	2	1	3	0	1	1	0	5	0
ENSMUSG00000083101	Gm13430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083103	Gm6429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083104	Gm12917	7	9	2	8	4	7	7	8	6	4	1	4	5	12	3	2	1	2	5
ENSMUSG00000083105	Gm12393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083106	Gm15309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083107	Gm5303	0	1.008	1	0	1.004	0	0	0	0	0	0	0	2.009	0	1.004	0	0	0	1.012
ENSMUSG00000083109	Gm12876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083110	Gm14073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083111	Gm14421	28.271	22.282	25.918	24.36	24.198	17.787	6.732	10.748	18.18	19.469	5.593	20.998	3.878	2.342	29.041	11.295	14.985	73.358	60.317
ENSMUSG00000083112	Gm14620	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083113	Rpl10-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083114	Gm14790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083115	Gm13386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083116	Gm13410	15.234	11.478	17.827	9.397	6.99	16.812	12.911	4.668	20.69	13.604	11.971	28.207	10.353	16.551	19.986	3.181	7.574	10.308	9.251
ENSMUSG00000083117	Gm15171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083118	Gm11609	13	8	9	13	9	14	4	2	7	8	4	1	8	7	7	2	11	4	2
ENSMUSG00000083119	Gm14724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083120	Gm15854	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083121	Gm6341	3.783	4.437	6.693	2.258	9.203	1.86	7.444	10.878	2.199	3.311	5.634	5.611	2.883	3.282	1.07	3.285	5.325	4.55	3.285
ENSMUSG00000083122	Gm15578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ENSMUSG00000083123	Gm6826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083124	Vmn1r-ps126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083126	Gm14109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083127	Gm15189	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2
ENSMUSG00000083128	Gm12723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083129	Gm12210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083130	Gm14560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083135	Gm11504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083136	Gm15170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083137	Gm11792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083138	Cyp4a29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083139	Gm12418	1.49	1.301	1.232	5.659	0	0	0	1.262	0	1.143	0	0	3.174	3.701	0	3.853	4.482	2.724	1.198
ENSMUSG00000083140	Gm5073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083141	Gm15752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083142	Gm12288	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000083143	Gm13424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083144	Gm14334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083145	Gm12579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083147	Olfr1103-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083149	Gm11380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083150	Gm11852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083151	Gm4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083152	Apc-ps1	6	3	6	1	5	6	2	2	10	5	3	2	2	0	3	1	4	6	7
ENSMUSG00000083153	Gm12459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083154	Gm11892	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083155	Gm11866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083156	Gm12201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083157	Gm13511	2	3	2	0	1	4	2	2	1	0	0	0	2	1	7	0	1	0	1
ENSMUSG00000083158	Gm14655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083159	Gm12180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083160	Gm15967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083161	Gm11427	137.818	124.484	150.355	89.742	104.079	98.792	137.95	93.485	198.252	151.322	121.303	113.139	97.294	95.419	167.316	115.657	112.611	184.726	173.969
ENSMUSG00000083162	Gm4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083163	Gm11429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083165	Gm11344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083166	Gm8648	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083167	Vmn1r-ps97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083168	Gm14201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083169	Gm6580	3.032	2.014	0	1.015	0	0	0	1.004	1.004	0	2.014	0	0	1.02	1.006	1.01	3.05	0	1.004
ENSMUSG00000083170	Gm14405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083171	Gm12321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000083172	Gm13409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083173	Gm13064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083174	Gm7190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083175	Gm12206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083176	D11Bhm181e	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0
ENSMUSG00000083177	Gm7820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083178	Gm12187	0	2.656	1.005	0	3.095	0	2.097	0	1.026	0	0	3.084	4.075	2.026	2.012	2.024	1.013	1.009	0
ENSMUSG00000083179	Gm12693	23.868	10.172	13.877	14.493	24.102	34.501	16.021	20.841	28.09	25.004	18.922	7.083	19.177	3.758	10.902	18.401	20.365	13.507	29.307
ENSMUSG00000083180	Gm15007	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083181	Gm13903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083182	Gm13828	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083183	Gm15575	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083185	Olfr1146-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083186	Gm11805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083188	Olfr404-ps1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083190	Cyp4a30-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083191	Gm15571	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0
ENSMUSG00000083192	Rpl31-ps12	9.176	6.534	9.603	4.918	0.903	5.361	6.986	9.369	0	2.91	3.903	1.89	5.243	0	3.917	0	4.918	10.568	7.229
ENSMUSG00000083193	4930595D18Rik	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000083195	Gm13567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083196	Gm15272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083197	Gm13581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083199	Gm9432	0	2.149	2.234	1.496	0	0	0	0	1.075	0	0	2.866	0	2.179	0	0	1.082	0	0
ENSMUSG00000083200	Gm15066	3	1	2	0	1	5	1	4	1	2	3	0	1	1	2	5	1	2	1
ENSMUSG00000083201	Gm12080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083202	Gm12388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083203	Gm11421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083204	Gm13788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083205	Gm7821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083206	Gm11338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083207	Gm14780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083208	Gm11522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083209	Gm11969	2	3	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
ENSMUSG00000083210	Gm14869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083211	Gm13737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083212	Gm12274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083213	Gm14875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083214	Gm11912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083215	Rbmx2-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083216	Hbb-bh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083218	Gm16425	0	0	1.005	0	0	1.143	0	0	1.02	0	0	0	0	0	1.012	0	0	0	2.026
ENSMUSG00000083219	Gm11410	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083220	Gm12919	0	0	0	3.123	0	0	0	0	0	0	1.075	0	0	0	0	0	0	1.208	0
ENSMUSG00000083221	Gm14528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083222	Gm12427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083223	Gm15016	1	4	4	2	0	2	0	2	0	0	0	4	0	0	1	2	0	0	3
ENSMUSG00000083224	Gm11255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083225	Gm15215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083226	Gm7831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083227	Gm11546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083228	Gm11779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083229	Gm11862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083230	Gm14158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083231	Gm15096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083232	Gm11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083233	Gm13406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083234	Gm12262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083235	Gm13246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083236	Gm7222	2.003	0	1.001	1.042	0	0	1.002	0	0	0	0	1.001	0	0	0	0	0	0	0
ENSMUSG00000083237	Gm11698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000083238	Hspe1-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083239	Mup-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083240	Gm13453	1.693	4.265	0	11.902	0	1.658	2.555	11.978	5.098	0	10.076	1.879	9.442	1.626	7.919	11.969	1.663	0	1.512
ENSMUSG00000083241	Gm13259	3	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	3
ENSMUSG00000083242	Gm15659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083243	Gm14668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083244	Gm15180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083245	Gm11185	5.824	4.31	1.051	1.008	3.03	1.259	1.479	2.016	0	3.074	7.655	4.497	3.024	1.07	1.007	6.407	0	2.009	4.033
ENSMUSG00000083246	Gm11839	4.302	0	13.761	17.34	3.257	7.517	8.566	10.881	18.769	7.507	19.128	0	16.225	0	10.407	10.663	12.965	21.784	10.002
ENSMUSG00000083248	Gm6574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083249	Gm14623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083250	Gm5403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083251	Gm15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083252	Gm13210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083253	Gm7108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083254	Gm15116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083255	Gm12738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083256	Kars-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083257	Gm15568	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083258	Gm5939	7.315	2.015	4.133	1.011	0	0	1.004	0	1.004	2.037	2.077	0	2.022	0	1.009	1.009	1.011	1.023	4.116
ENSMUSG00000083260	Gm13460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083261	Gm7816	59.115	11.696	9.115	27.076	6.123	9.451	18.244	8.56	9.574	1.753	14.029	12.215	0	7.195	15.055	11.131	14.862	53.696	21.464
ENSMUSG00000083262	Gm14470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083263	Gm14874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083264	Gm11461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083266	Mup-ps25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083267	Olfr1127-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083268	Gm11511	1	2	0	3	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000083269	Gm13254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083270	Gm13498	0	0	3	2	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0
ENSMUSG00000083271	Gm12384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083272	Gm12550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083274	Zcchc9-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083275	Gm4993	1.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083276	Gm13551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083277	Gm15376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083278	Gm14589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083279	Pex13-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083280	Gm11838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083281	Gm13332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083282	Ctsf	7	8	3	3	13	8	3	3	1	6	6	1	1	4	3	6	4	28	9
ENSMUSG00000083283	Gm15361	15.273	22.406	11.257	28.671	18.358	19.348	16.337	20.731	18.303	28.357	19.275	19.423	15.306	31.483	15.941	9.157	26.356	13.475	13.223
ENSMUSG00000083284	Gm13688	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0
ENSMUSG00000083285	Gm15815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083287	Gm13502	0	0	0	0	5.842	0	0	0	6.003	38.839	0	3.21	28.076	19.234	0	18.655	21.046	12.443	0
ENSMUSG00000083288	Csnk2a1-ps	0	0	1.004	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083289	Gm8812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083290	Gm15030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083291	Gm13679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083292	Gm12010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083293	Mup-ps28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083294	Gm14957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083296	Gm12638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083297	Vmn1r-ps114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083298	Gm12085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083299	Gm12332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083300	Gm12309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083303	Gm12110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083304	Mup-ps15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083305	Gm13315	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083306	Gm13868	0	0	1	5	3	1	4	1	0	0	0	0	0	0	0	1	0	0	2
ENSMUSG00000083307	AA414768	38	17	12	59	34	13	22	22	27	17	19	57	67	68	47	41	22	23	25
ENSMUSG00000083309	Gm15926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083310	Gm5760	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000083311	Gm5643	9.216	5.231	6.451	0	6.68	4.685	4.161	11.032	5.347	1.193	8.146	4.093	5.339	2.909	5.372	6.865	10.059	6.226	10.418
ENSMUSG00000083312	Olfr1374-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083314	Gm11742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083315	Gm11871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083316	Gm15185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083317	Gm14402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083318	Gm15192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083319	Gm11284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083320	Gm13935	2.002	2.011	1.001	1.003	2.002	1.001	0	0	1.014	0	0	1.75	0	1.006	0	1.001	0	5.012	3.008
ENSMUSG00000083321	Gm14931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083324	Gm14997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083325	Gm14121	5.47	6.378	0	5.345	0	4.735	0	1.436	3.203	7.144	4.892	3.814	5.107	7.579	26.473	4.891	3.221	8.493	1.42
ENSMUSG00000083326	Rpl38-ps1	0	0	2.245	0	0	0	0	1.075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083327	Vcp-rs	63.558	46.697	60.982	40.316	42.71	42.021	38.887	47.66	52.77	49.075	68.445	56.51	51.159	98.282	91.912	76.183	44.632	51.665	35.284
ENSMUSG00000083328	Gm11826	2.413	0	0	1.331	5.326	2.938	1.021	0	0	1.034	1.548	0	0	0	0	1.1	2.141	3.206	2.308
ENSMUSG00000083329	Gm14220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083330	Gm11859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083331	Gm12400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083332	Gm7599	3.002	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083333	Magea7-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083334	Gm13579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083335	Gm13397	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083336	Olfr1332-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083337	Gm11539	13.093	34.993	20.683	11.264	18.477	18.999	16.023	10.226	9.367	11.507	12.716	16.951	17.847	18.779	13.821	10.859	37.89	14.272	23.895
ENSMUSG00000083338	Gm12475	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083339	Gm11693	0	0	0	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1
ENSMUSG00000083340	Gm13156	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083341	Gm14238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083342	Gm14237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083343	Gm14666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083344	Gm7363	4.041	3.053	8.325	3.85	2.018	8.112	4.121	5.001	0	0	0	1.014	1	0	0	5.019	1	3.063	6.471
ENSMUSG00000083345	Gm6491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083346	Gm8260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083347	Gm13913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083348	Vmn1r-ps99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083350	Gm9060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083351	Gm15783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083352	Gm14907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083353	Gm12540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083355	Gm11581	4	1	0	2	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000083356	Gm11708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
